,State,Total night minutes,Total intl minutes,Churn,NewCol,NewCol_calc
634,MO,306.3,10.8,False,317.1,0
635,CO,256.5,10.2,False,266.7,0
636,KS,169.0,9.2,False,178.2,0
637,NC,237.4,7.5,False,244.9,0
638,MT,259.3,12.9,False,272.2,0
639,DE,210.6,11.4,False,222.0,0
640,ND,206.2,7.9,False,214.1,0
641,VA,208.5,9.8,False,218.3,0
642,IL,180.6,11.0,False,191.6,0
643,OK,239.8,15.6,False,255.4,0
644,CO,215.9,14.0,False,229.9,0
645,MT,158.4,8.5,False,166.9,0
646,WV,170.3,15.4,False,185.70000000000002,0
647,ME,155.6,7.5,False,163.1,0
648,WI,104.8,9.1,False,113.89999999999999,0
649,MO,256.7,6.0,True,262.7,1
650,NY,103.1,11.5,False,114.6,0
651,CT,179.7,9.5,False,189.2,0
652,AR,199.2,9.2,False,208.39999999999998,0
653,WY,208.1,8.5,False,216.6,0
654,CA,180.1,10.5,False,190.6,0
655,CA,231.5,9.4,True,240.9,1
656,MN,289.5,9.3,False,298.8,0
657,AK,142.4,9.3,False,151.70000000000002,0
658,VA,186.6,9.9,False,196.5,0
659,CO,134.9,8.3,False,143.20000000000002,0
660,MT,197.4,9.5,True,206.9,1
661,SD,225.5,12.0,False,237.5,0
662,NE,259.2,12.3,False,271.5,0
663,VT,78.1,7.4,False,85.5,0
664,ND,240.6,7.8,False,248.4,0
665,GA,262.7,9.2,False,271.9,0
666,OR,151.8,9.6,False,161.4,0
667,MT,135.9,9.2,False,145.1,0
668,WY,206.9,12.3,False,219.20000000000002,0
669,GA,205.1,15.5,False,220.6,0
670,WV,212.8,16.3,False,229.10000000000002,0
671,CT,103.9,11.9,False,115.80000000000001,0
672,IL,160.2,11.8,False,172.0,0
673,CO,211.3,11.2,False,222.5,0
674,DE,204.6,7.5,False,212.1,0
675,LA,264.8,5.9,False,270.7,0
676,MA,152.2,10.6,False,162.79999999999998,0
677,IN,118.3,9.4,False,127.7,0
678,NY,178.5,8.9,False,187.4,0
679,TX,208.0,8.7,True,216.7,1
680,KS,205.8,13.1,False,218.9,0
681,WV,256.1,9.3,False,265.40000000000003,0
682,NE,123.0,11.4,False,134.4,0
683,ND,202.4,6.5,False,208.9,0
684,AK,204.4,11.1,False,215.5,0
685,CO,230.8,8.6,False,239.4,0
686,ME,154.4,10.1,False,164.5,0
687,SC,216.1,12.6,False,228.7,0
688,MN,260.1,12.1,False,272.20000000000005,0
689,CO,126.9,8.2,False,135.1,0
690,KS,234.5,14.9,False,249.4,0
691,MS,172.7,10.2,False,182.89999999999998,0
692,NE,192.1,5.7,False,197.79999999999998,0
693,NJ,254.9,8.0,False,262.9,0
694,WI,188.8,10.9,False,199.70000000000002,0
695,MT,220.2,11.6,False,231.79999999999998,0
696,AR,169.2,7.5,False,176.7,0
697,WA,206.6,9.1,False,215.7,0
698,NH,307.1,8.4,False,315.5,0
699,IA,187.5,11.0,False,198.5,0
700,WV,167.1,10.7,False,177.79999999999998,0
701,RI,128.2,7.7,False,135.89999999999998,0
702,KS,243.6,14.1,False,257.7,0
703,MT,229.9,10.4,False,240.3,0
704,MO,194.1,6.5,False,200.6,0
705,HI,168.9,8.5,False,177.4,0
706,CO,194.4,3.6,False,198.0,0
707,CT,260.8,7.6,False,268.40000000000003,0
708,ID,200.4,10.6,False,211.0,0
709,DC,197.8,9.7,False,207.5,0
710,TN,259.9,12.5,False,272.4,0
711,WY,212.6,11.4,False,224.0,0
712,MO,232.7,0.0,False,232.7,0
713,VA,210.6,6.9,False,217.5,0
714,SD,174.5,7.3,False,181.8,0
715,WV,151.7,15.3,True,167.0,1
716,GA,268.8,11.4,False,280.2,0
717,AZ,179.7,7.2,False,186.89999999999998,0
718,AK,184.0,9.3,False,193.3,0
719,AK,256.5,11.7,False,268.2,0
720,CT,242.7,7.4,False,250.1,0
721,UT,166.7,10.9,True,177.6,1
722,KY,105.4,13.5,False,118.9,0
723,MI,206.7,14.0,False,220.7,0
724,OR,216.5,16.4,False,232.9,0
725,TN,231.7,11.9,False,243.6,0
726,WV,287.7,7.8,False,295.5,0
727,NJ,221.4,9.2,False,230.6,0
728,MS,154.9,12.7,False,167.6,0
729,ME,221.8,13.4,False,235.20000000000002,0
730,WY,221.6,11.5,True,233.1,1
731,WY,226.3,8.0,False,234.3,0
732,IN,197.4,7.2,False,204.6,0
733,NM,211.9,9.5,False,221.4,0
734,NJ,175.3,12.1,False,187.4,0
735,DC,274.7,6.5,False,281.2,0
736,UT,189.7,11.0,True,200.7,1
737,KY,223.7,16.7,True,240.39999999999998,1
738,KS,210.3,11.4,False,221.70000000000002,0
739,MI,203.8,8.8,False,212.60000000000002,0
740,UT,162.2,9.4,False,171.6,0
741,NE,129.6,11.5,False,141.1,0
742,FL,248.1,11.4,False,259.5,0
743,LA,195.4,10.4,False,205.8,0
744,MT,203.5,9.1,False,212.6,0
745,WA,142.4,6.6,False,149.0,0
746,MI,232.9,6.4,False,239.3,0
747,KY,226.5,7.8,False,234.3,0
748,LA,121.6,8.7,False,130.29999999999998,0
749,NM,133.1,11.0,False,144.1,0
750,AL,148.2,8.2,False,156.39999999999998,0
751,MO,241.7,10.1,False,251.79999999999998,0
752,CO,128.8,12.7,False,141.5,0
753,TX,159.7,11.0,False,170.7,0
754,NY,253.7,9.6,False,263.3,0
755,OR,101.2,11.4,False,112.60000000000001,0
756,WY,148.7,9.8,False,158.5,0
757,UT,184.6,13.1,False,197.7,0
758,LA,177.9,9.8,False,187.70000000000002,0
759,NV,320.7,9.5,False,330.2,0
760,NC,206.4,10.1,False,216.5,0
761,NC,145.8,8.4,False,154.20000000000002,0
762,WY,184.5,1.3,False,185.8,0
763,TN,317.8,15.0,False,332.8,0
764,FL,237.4,11.4,False,248.8,0
765,CA,158.9,8.7,False,167.6,0
766,PA,182.4,11.0,True,193.4,1
767,WV,236.0,15.2,False,251.2,0
768,NJ,157.8,9.7,False,167.5,0
769,MT,144.9,11.0,False,155.9,0
770,MN,214.6,13.3,False,227.9,0
771,WI,145.2,8.8,True,154.0,1
772,ID,214.1,9.2,False,223.29999999999998,0
773,MA,182.2,7.7,True,189.89999999999998,1
774,OR,228.4,10.6,False,239.0,0
775,MT,202.2,10.7,False,212.89999999999998,0
776,AL,251.4,10.5,False,261.9,0
777,ND,234.3,5.8,False,240.10000000000002,0
778,LA,225.7,13.6,False,239.29999999999998,0
779,ND,168.9,10.1,False,179.0,0
780,MS,153.8,11.0,False,164.8,0
781,WV,134.0,10.7,False,144.7,0
782,WI,288.9,9.4,False,298.29999999999995,0
783,KS,280.2,9.4,False,289.59999999999997,0
784,MO,239.4,11.2,False,250.6,0
785,PA,142.6,10.7,False,153.29999999999998,0
786,SD,200.4,11.3,False,211.70000000000002,0
787,NJ,182.5,11.1,True,193.6,1
788,AL,133.7,11.8,False,145.5,0
789,ME,169.5,10.5,False,180.0,0
790,AZ,94.3,7.5,False,101.8,0
791,VT,167.0,14.1,False,181.1,0
792,NV,165.4,8.2,True,173.6,1
793,WI,240.2,9.0,False,249.2,0
794,HI,167.5,15.1,False,182.6,0
795,DE,158.9,10.8,False,169.70000000000002,0
796,AZ,166.9,8.4,False,175.3,0
797,VA,198.5,14.5,True,213.0,1
798,GA,134.7,14.6,False,149.29999999999998,0
799,AZ,213.5,15.9,False,229.4,0
800,MN,179.4,11.3,False,190.70000000000002,0
801,ME,180.1,9.4,False,189.5,0
802,FL,247.3,6.5,False,253.8,0
803,WA,291.0,12.6,False,303.6,0
804,MT,210.8,9.8,False,220.60000000000002,0
805,AL,101.7,6.8,False,108.5,0
806,WV,136.5,10.2,False,146.7,0
807,GA,194.6,12.1,False,206.7,0
808,OH,147.7,11.3,False,159.0,0
809,DE,200.9,5.8,False,206.70000000000002,0
810,NE,146.3,12.1,False,158.4,0
811,FL,178.5,9.9,False,188.4,0
812,AK,189.4,13.1,False,202.5,0
813,WI,190.8,15.3,False,206.10000000000002,0
814,WA,171.7,12.4,False,184.1,0
815,KY,285.1,5.7,True,290.8,1
816,OH,211.7,12.1,False,223.79999999999998,0
817,UT,264.2,6.6,False,270.8,0
818,NM,206.1,15.1,False,221.2,0
819,MN,234.7,13.1,False,247.79999999999998,0
820,WV,185.1,12.7,False,197.79999999999998,0
821,MN,189.6,13.1,False,202.7,0
822,AL,236.6,11.7,False,248.29999999999998,0
823,PA,174.3,10.1,False,184.4,0
824,DE,149.4,11.3,False,160.70000000000002,0
825,MO,182.2,11.6,False,193.79999999999998,0
826,IL,184.2,9.4,False,193.6,0
827,FL,223.0,12.2,False,235.2,0
828,HI,268.7,5.5,False,274.2,0
829,ME,119.8,9.9,False,129.7,0
830,CO,241.3,13.4,True,254.70000000000002,1
831,NH,239.4,11.8,False,251.20000000000002,0
832,SC,186.2,9.4,True,195.6,1
833,IN,138.4,10.2,False,148.6,0
834,FL,226.3,9.4,False,235.70000000000002,0
835,GA,65.8,9.9,False,75.7,0
836,IL,168.7,9.7,False,178.39999999999998,0
837,NC,247.4,8.1,False,255.5,0
838,VT,225.6,11.9,False,237.5,0
839,DC,188.3,16.1,False,204.4,0
840,VT,225.3,9.0,False,234.3,0
841,NV,160.8,10.3,False,171.10000000000002,0
842,OR,95.1,11.4,False,106.5,0
843,AL,167.6,15.8,False,183.4,0
844,ND,215.5,14.6,False,230.1,0
845,FL,196.3,10.0,False,206.3,0
846,NE,295.6,10.3,True,305.90000000000003,1
847,ND,252.7,10.3,False,263.0,0
848,ME,207.4,9.1,False,216.5,0
849,IL,111.4,9.2,False,120.60000000000001,0
850,WA,246.1,10.9,False,257.0,0
851,MA,72.4,11.0,True,83.4,1
852,KS,226.9,9.6,False,236.5,0
853,RI,260.2,7.6,False,267.8,0
854,MO,227.8,9.7,False,237.5,0
855,IA,187.3,6.2,False,193.5,0
856,WY,215.1,12.7,False,227.79999999999998,0
857,NV,263.9,9.2,False,273.09999999999997,0
858,WI,185.0,11.7,False,196.7,0
859,AL,262.7,11.3,True,274.0,1
860,HI,228.6,9.9,False,238.5,0
861,MO,209.5,14.9,False,224.4,0
862,CA,345.8,13.1,False,358.90000000000003,0
863,MO,217.8,12.4,False,230.20000000000002,0
864,CT,80.2,8.9,False,89.10000000000001,0
865,MD,154.6,9.9,False,164.5,0
866,OH,146.5,11.1,False,157.6,0
867,NV,210.6,8.2,False,218.79999999999998,0
868,MD,143.2,4.0,False,147.2,0
869,NE,249.9,7.4,False,257.3,0
870,OH,258.0,14.9,False,272.9,0
871,MA,284.7,11.1,True,295.8,1
872,OK,241.5,10.9,False,252.4,0
873,MA,307.6,9.3,False,316.90000000000003,0
874,WA,208.2,10.4,False,218.6,0
875,HI,148.6,9.1,False,157.7,0
876,CO,143.9,7.5,False,151.4,0
877,FL,111.7,5.9,False,117.60000000000001,0
878,WI,77.9,0.0,False,77.9,0
879,ID,169.9,11.8,False,181.70000000000002,0
880,WY,203.3,10.2,False,213.5,0
881,GA,289.6,6.7,False,296.3,0
882,FL,114.9,7.2,False,122.10000000000001,0
883,WY,45.0,8.0,False,53.0,0
884,DE,153.9,15.0,False,168.9,0
885,ME,190.8,5.4,False,196.20000000000002,0
886,DC,196.2,8.9,False,205.1,0
887,IA,270.0,7.6,False,277.6,0
888,CO,229.8,5.5,False,235.3,0
889,MN,179.2,12.4,False,191.6,0
890,VT,179.4,12.0,False,191.4,0
891,AZ,207.5,6.2,False,213.7,0
892,LA,197.3,12.3,True,209.60000000000002,1
893,MO,176.7,10.7,False,187.39999999999998,0
894,ME,194.1,11.9,True,206.0,1
895,MD,187.2,8.5,False,195.7,0
896,VT,206.2,14.4,False,220.6,0
897,DC,195.4,15.5,False,210.9,0
898,WY,264.1,8.0,False,272.1,0
899,VA,224.2,8.7,False,232.89999999999998,0
900,VA,221.0,5.5,False,226.5,0
901,CT,141.1,11.3,True,152.4,1
902,HI,208.3,8.2,False,216.5,0
903,WI,157.9,5.9,False,163.8,0
904,MD,234.7,9.0,True,243.7,1
905,WV,204.8,13.4,True,218.20000000000002,1
906,VT,136.2,13.5,False,149.7,0
907,UT,245.5,16.9,False,262.4,0
908,CO,219.8,15.0,False,234.8,0
909,NC,264.9,5.1,False,270.0,0
910,NJ,190.4,8.1,False,198.5,0
911,AR,208.6,14.4,True,223.0,1
912,IA,163.0,10.6,False,173.6,0
913,GA,312.5,10.6,False,323.1,0
914,MO,266.0,10.5,True,276.5,1
915,MO,198.5,7.5,False,206.0,0
916,WY,228.1,13.2,False,241.29999999999998,0
917,HI,295.8,8.3,False,304.1,0
918,PA,342.8,5.2,False,348.0,0
919,TX,190.5,11.0,False,201.5,0
920,VA,166.7,9.2,False,175.89999999999998,0
921,RI,202.0,4.4,False,206.4,0
922,WI,364.3,9.3,False,373.6,0
923,MS,218.7,13.8,False,232.5,0
924,KY,204.0,7.9,False,211.9,0
925,NC,196.1,10.8,False,206.9,0
926,NV,179.6,14.0,False,193.6,0
927,UT,139.3,11.4,False,150.70000000000002,0
928,ME,180.7,7.8,False,188.5,0
929,HI,214.5,6.6,False,221.1,0
930,OH,265.3,9.8,False,275.1,0
931,WV,236.5,12.0,False,248.5,0
932,OK,152.1,10.0,False,162.1,0
933,KY,207.4,14.1,True,221.5,1
934,AL,177.6,11.2,False,188.79999999999998,0
935,MD,255.6,13.0,False,268.6,0
936,NE,277.4,9.2,False,286.59999999999997,0
937,DC,183.8,6.7,False,190.5,0
938,TX,270.1,14.3,False,284.40000000000003,0
939,OH,300.7,11.9,False,312.59999999999997,0
940,DE,204.8,15.5,False,220.3,0
941,IA,230.2,6.5,False,236.7,0
942,VT,208.9,6.4,False,215.3,0
943,OR,272.0,12.6,False,284.6,0
944,NV,193.0,9.2,True,202.2,1
945,NC,233.7,11.5,False,245.2,0
946,NJ,204.4,13.4,True,217.8,1
947,MN,201.6,11.0,False,212.6,0
948,ID,255.7,8.4,False,264.09999999999997,0
949,AL,173.3,11.0,False,184.3,0
950,AK,170.2,7.9,False,178.1,0
951,VT,196.3,11.6,False,207.9,0
952,PA,149.5,10.7,False,160.2,0
953,AK,225.5,8.6,False,234.1,0
954,CA,221.0,8.6,False,229.6,0
955,MS,208.5,10.3,False,218.8,0
956,AR,205.5,7.1,False,212.6,0
957,NV,190.6,9.4,False,200.0,0
958,AL,190.5,12.3,False,202.8,0
959,GA,193.8,12.8,False,206.60000000000002,0
960,AR,214.0,13.3,False,227.3,0
961,MA,150.7,4.2,False,154.89999999999998,0
962,NJ,219.8,7.7,False,227.5,0
963,MO,270.0,10.8,False,280.8,0
964,NY,191.2,13.3,False,204.5,0
965,AZ,122.4,12.2,False,134.6,0
966,NJ,263.2,15.7,True,278.9,1
967,WV,128.4,9.2,False,137.6,0
968,NM,164.6,13.5,True,178.1,1
969,SC,130.0,8.8,False,138.8,0
970,VT,219.6,11.5,False,231.1,0
971,TN,273.4,5.0,False,278.4,0
972,LA,154.1,11.8,False,165.9,0
973,OH,128.1,12.3,False,140.4,0
974,OR,179.1,9.5,False,188.6,0
975,DE,191.0,10.4,True,201.4,1
976,KY,264.7,13.0,False,277.7,0
977,GA,186.6,11.8,True,198.4,1
978,VT,224.1,13.1,True,237.2,1
979,OR,223.6,7.8,False,231.4,0
980,TX,151.8,11.6,False,163.4,0
981,MO,268.3,6.9,False,275.2,0
982,ND,213.4,13.0,False,226.4,0
983,MN,221.3,9.0,False,230.3,0
984,NV,196.5,9.9,False,206.4,0
985,NY,275.4,13.3,True,288.7,1
986,FL,195.2,11.8,False,207.0,0
987,KS,178.1,8.3,True,186.4,1
988,NV,224.5,17.0,False,241.5,0
989,NV,147.1,13.6,False,160.7,0
990,SC,298.9,3.9,False,302.79999999999995,0
991,MI,216.2,7.9,False,224.1,0
992,MI,63.3,7.7,False,71.0,0
993,TN,255.9,9.6,False,265.5,0
994,NY,213.4,10.4,False,223.8,0
995,NV,144.7,7.5,False,152.2,0
996,IL,181.9,11.6,False,193.5,0
997,MS,148.1,11.3,False,159.4,0
998,ND,175.8,14.7,False,190.5,0
999,NC,54.5,7.9,False,62.4,0
1000,MI,117.3,12.8,True,130.1,1
1001,TN,260.6,8.4,False,269.0,0
1002,VT,238.9,6.8,False,245.70000000000002,0
1003,OK,172.0,8.2,False,180.2,0
1004,DE,150.2,12.3,False,162.5,0
1005,ND,220.0,9.8,False,229.8,0
1006,OR,133.4,8.3,False,141.70000000000002,0
1007,NY,223.3,6.0,False,229.3,0
1008,MO,173.9,11.4,False,185.3,0
1009,FL,168.5,11.3,False,179.8,0
1010,ND,169.0,3.8,False,172.8,0
1011,NY,194.0,9.7,False,203.7,0
1012,ND,258.2,8.0,False,266.2,0
1013,NY,222.7,13.1,False,235.79999999999998,0
1014,OH,304.3,12.0,False,316.3,0
1015,AL,213.7,11.9,False,225.6,0
1016,SC,194.4,8.6,False,203.0,0
1017,GA,176.3,9.1,False,185.4,0
1018,WY,170.6,11.4,True,182.0,1
1019,WV,216.7,11.3,False,228.0,0
1020,HI,242.3,14.2,False,256.5,0
1021,WV,110.3,8.4,False,118.7,0
1022,LA,189.4,7.2,False,196.6,0
1023,AR,122.1,7.8,False,129.9,0
1024,AK,214.3,11.2,False,225.5,0
1025,DC,262.8,12.3,False,275.1,0
1026,AL,159.6,10.0,False,169.6,0
1027,UT,254.9,12.9,True,267.8,1
1028,KS,223.5,0.0,False,223.5,0
1029,MN,226.1,16.5,False,242.6,0
1030,VA,215.5,9.3,True,224.8,1
1031,UT,167.5,5.3,False,172.8,0
1032,IN,204.3,9.5,False,213.8,0
1033,CT,171.2,10.6,False,181.79999999999998,0
1034,DE,179.7,13.1,False,192.79999999999998,0
1035,VT,161.2,10.0,False,171.2,0
1036,MO,171.0,12.0,False,183.0,0
1037,RI,173.1,10.7,False,183.79999999999998,0
1038,CA,146.8,14.1,True,160.9,1
1039,RI,261.4,10.7,False,272.09999999999997,0
1040,CT,238.7,9.2,False,247.89999999999998,0
1041,IN,206.1,16.1,False,222.2,0
1042,FL,240.7,9.9,False,250.6,0
1043,KS,179.3,10.2,False,189.5,0
1044,NY,94.9,7.2,False,102.10000000000001,0
1045,TX,306.6,9.3,False,315.90000000000003,0
1046,RI,233.3,6.4,False,239.70000000000002,0
1047,NV,217.6,7.1,False,224.7,0
1048,UT,163.3,7.7,False,171.0,0
1049,OK,243.2,8.4,False,251.6,0
1050,MN,182.1,12.9,False,195.0,0
1051,NC,214.7,10.3,False,225.0,0
1052,OR,169.4,7.7,False,177.1,0
1053,NH,240.6,10.1,False,250.7,0
1054,AK,202.6,8.7,False,211.29999999999998,0
1055,OR,137.6,8.5,False,146.1,0
1056,KS,202.5,7.0,False,209.5,0
1057,WV,138.2,13.3,False,151.5,0
1058,GA,76.4,8.6,False,85.0,0
1059,NM,105.6,8.8,False,114.39999999999999,0
1060,OH,172.8,15.3,False,188.10000000000002,0
1061,ND,172.8,10.3,False,183.10000000000002,0
1062,RI,175.1,9.9,False,185.0,0
1063,HI,241.1,10.7,False,251.79999999999998,0
1064,WY,258.4,12.9,False,271.29999999999995,0
1065,NY,167.8,9.9,False,177.70000000000002,0
1066,KS,267.9,11.8,False,279.7,0
1067,LA,233.4,12.2,False,245.6,0
1068,PA,109.6,10.3,False,119.89999999999999,0
1069,NV,192.9,12.5,False,205.4,0
1070,MN,173.0,11.9,False,184.9,0
1071,PA,179.1,5.0,False,184.1,0
1072,MO,50.1,14.3,False,64.4,0
1073,NY,215.8,7.6,False,223.4,0
1074,ME,212.2,12.5,False,224.7,0
1075,NH,155.5,8.9,False,164.4,0
1076,WY,228.1,6.5,False,234.6,0
1077,NY,246.4,15.4,True,261.8,1
1078,ME,162.8,6.7,True,169.5,1
1079,MN,210.0,8.2,False,218.2,0
1080,OH,220.3,0.0,False,220.3,0
1081,NC,219.1,7.5,False,226.6,0
1082,SD,171.3,11.8,False,183.10000000000002,0
1083,UT,175.1,12.4,False,187.5,0
1084,KY,171.3,12.3,False,183.60000000000002,0
1085,MT,109.9,12.4,False,122.30000000000001,0
1086,NJ,246.2,6.9,False,253.1,0
1087,FL,268.0,8.2,False,276.2,0
1088,IN,241.6,12.9,False,254.5,0
1089,DE,164.3,13.3,False,177.60000000000002,0
1090,AL,164.4,10.4,False,174.8,0
1091,ME,123.2,10.0,False,133.2,0
1092,SD,165.1,9.5,False,174.6,0
1093,VA,255.1,6.5,False,261.6,0
1094,AK,229.9,7.2,False,237.1,0
1095,ID,160.8,6.0,False,166.8,0
1096,RI,248.2,14.2,False,262.4,0
1097,KY,251.7,13.0,False,264.7,0
1098,ND,181.8,5.1,False,186.9,0
1099,HI,151.6,2.2,False,153.79999999999998,0
1100,WI,214.5,8.3,False,222.8,0
1101,WV,180.1,9.1,False,189.2,0
1102,NJ,213.7,10.5,True,224.2,1
1103,KS,213.6,12.2,False,225.79999999999998,0
1104,AL,182.6,10.4,False,193.0,0
1105,NJ,154.8,12.9,True,167.70000000000002,1
1106,NC,258.5,10.1,False,268.6,0
1107,DE,164.3,12.8,False,177.10000000000002,0
1108,WY,212.8,5.8,False,218.60000000000002,0
1109,ID,207.9,7.9,False,215.8,0
1110,NY,253.2,7.4,False,260.59999999999997,0
1111,MO,248.1,17.1,False,265.2,0
1112,ID,304.4,13.3,False,317.7,0
1113,IA,43.7,10.6,False,54.300000000000004,0
1114,TN,250.7,10.9,False,261.59999999999997,0
1115,OH,172.3,12.5,True,184.8,1
1116,IL,262.9,11.7,False,274.59999999999997,0
1117,FL,150.9,11.8,False,162.70000000000002,0
1118,MA,247.0,12.3,False,259.3,0
1119,OK,179.1,11.3,False,190.4,0
1120,KY,150.0,12.1,False,162.1,0
1121,MI,239.9,11.7,True,251.6,1
1122,NE,242.0,10.4,True,252.4,1
1123,VA,283.7,10.0,False,293.7,0
1124,NY,229.2,9.9,False,239.1,0
1125,MT,229.5,12.8,False,242.3,0
1126,VT,182.3,7.3,False,189.60000000000002,0
1127,KS,225.6,16.9,False,242.5,0
1128,VA,116.3,12.3,False,128.6,0
1129,AL,164.8,9.0,False,173.8,0
1130,PA,251.6,12.7,False,264.3,0
1131,AL,189.8,13.0,False,202.8,0
1132,WV,179.7,11.8,False,191.5,0
1133,NV,216.0,12.3,True,228.3,1
1134,TN,117.1,9.0,False,126.1,0
1135,ID,209.2,12.2,False,221.39999999999998,0
1136,WY,254.0,14.4,True,268.4,1
1137,TX,260.9,11.3,False,272.2,0
1138,MA,173.1,13.6,False,186.7,0
1139,IL,172.7,11.7,False,184.39999999999998,0
1140,LA,189.7,10.1,False,199.79999999999998,0
1141,CO,196.8,7.9,False,204.70000000000002,0
1142,UT,147.7,5.3,True,153.0,1
1143,MI,246.1,10.0,False,256.1,0
1144,NH,135.3,10.8,False,146.10000000000002,0
1145,ID,162.9,5.1,False,168.0,0
1146,WA,224.7,4.0,False,228.7,0
1147,MN,194.3,10.6,False,204.9,0
1148,NY,211.7,9.7,False,221.39999999999998,0
1149,MD,235.8,9.6,False,245.4,0
1150,GA,162.1,11.6,True,173.7,1
1151,HI,139.3,11.3,False,150.60000000000002,0
1152,AL,94.1,8.8,False,102.89999999999999,0
1153,CT,136.0,5.6,False,141.6,0
1154,CO,134.6,8.1,False,142.7,0
1155,KS,168.3,11.1,True,179.4,1
1156,NJ,81.6,11.8,False,93.39999999999999,0
1157,FL,212.6,7.8,False,220.4,0
1158,CA,203.8,11.1,False,214.9,0
1159,KS,161.1,6.4,False,167.5,0
1160,TX,166.7,10.6,False,177.29999999999998,0
1161,MN,281.9,8.2,False,290.09999999999997,0
1162,AK,102.0,10.9,False,112.9,0
1163,OR,322.2,7.1,False,329.3,0
1164,MS,132.3,12.0,False,144.3,0
1165,VT,174.9,8.0,False,182.9,0
1166,UT,214.2,12.2,False,226.39999999999998,0
1167,KS,233.7,12.9,False,246.6,0
1168,NV,237.9,7.6,False,245.5,0
1169,DE,181.7,5.4,False,187.1,0
1170,IN,140.1,15.2,False,155.29999999999998,0
1171,TX,132.5,12.8,False,145.3,0
1172,MA,132.0,9.2,False,141.2,0
1173,VT,266.0,10.9,False,276.9,0
1174,CA,167.1,5.8,False,172.9,0
1175,IA,174.0,8.6,False,182.6,0
1176,NH,186.5,9.7,False,196.2,0
1177,GA,271.8,14.1,False,285.90000000000003,0
1178,WI,108.8,11.2,False,120.0,0
1179,CO,129.1,7.3,False,136.4,0
1180,SC,184.8,13.1,False,197.9,0
1181,MI,274.0,7.5,False,281.5,0
1182,MD,153.2,14.4,True,167.6,1
1183,IN,205.0,9.0,False,214.0,0
1184,ME,215.8,9.7,False,225.5,0
1185,DC,214.8,9.8,False,224.60000000000002,0
1186,TN,195.1,8.7,False,203.79999999999998,0
1187,FL,254.3,5.9,False,260.2,0
1188,WA,281.8,9.3,False,291.1,0
1189,HI,175.4,11.2,False,186.6,0
1190,NE,163.3,8.9,False,172.20000000000002,0
1191,TN,177.6,9.2,False,186.79999999999998,0
1192,MD,285.9,7.2,True,293.09999999999997,1
1193,NM,82.3,8.7,True,91.0,1
1194,VT,205.7,13.2,False,218.89999999999998,0
1195,OR,174.4,11.0,False,185.4,0
1196,IN,134.3,6.9,False,141.20000000000002,0
1197,MO,291.8,11.9,False,303.7,0
1198,FL,132.6,13.4,False,146.0,0
1199,DC,206.9,7.6,False,214.5,0
1200,VT,180.2,11.6,False,191.79999999999998,0
1201,OH,249.5,8.0,False,257.5,0
1202,MO,349.7,12.6,False,362.3,0
1203,LA,263.7,5.1,False,268.8,0
1204,IL,152.4,9.5,True,161.9,1
1205,NJ,182.7,8.5,False,191.2,0
1206,IA,180.6,9.7,False,190.29999999999998,0
1207,WA,104.5,11.3,False,115.8,0
1208,NE,205.7,10.2,False,215.89999999999998,0
1209,CT,255.8,12.8,False,268.6,0
1210,WV,159.0,7.9,False,166.9,0
1211,ND,207.8,7.9,False,215.70000000000002,0
1212,UT,170.3,12.6,False,182.9,0
1213,MS,223.5,11.8,False,235.3,0
1214,MN,228.6,9.5,False,238.1,0
1215,NH,192.5,11.3,False,203.8,0
1216,LA,103.7,5.9,False,109.60000000000001,0
1217,ME,150.7,10.7,False,161.39999999999998,0
1218,KS,239.9,7.6,False,247.5,0
1219,KS,198.0,10.9,False,208.9,0
1220,NV,170.8,15.7,False,186.5,0
1221,MT,195.9,12.6,False,208.5,0
1222,MT,156.7,4.9,False,161.6,0
1223,ID,207.8,11.4,False,219.20000000000002,0
1224,AK,120.5,9.3,False,129.8,0
1225,UT,90.9,11.4,False,102.30000000000001,0
1226,AR,119.0,11.4,False,130.4,0
1227,LA,127.4,12.3,False,139.70000000000002,0
1228,KS,231.5,8.9,False,240.4,0
1229,OR,210.5,7.5,False,218.0,0
1230,WI,232.1,10.6,False,242.7,0
1231,CO,178.8,8.8,True,187.60000000000002,1
1232,KS,184.3,15.3,True,199.60000000000002,1
1233,IL,116.3,8.9,False,125.2,0
1234,IA,154.6,9.8,False,164.4,0
1235,AZ,152.7,10.6,False,163.29999999999998,0
1236,NE,82.4,10.1,False,92.5,0
1237,ID,167.7,11.7,False,179.39999999999998,0
1238,OH,352.5,8.1,False,360.6,0
1239,TX,166.5,10.1,False,176.6,0
1240,TN,259.8,9.6,True,269.40000000000003,1
1241,OK,213.3,16.5,False,229.8,0
1242,ND,143.6,9.1,False,152.7,0
1243,MT,193.8,11.0,False,204.8,0
1244,NC,261.8,7.7,False,269.5,0
1245,MN,188.1,11.2,False,199.29999999999998,0
1246,MN,232.2,9.0,False,241.2,0
1247,MA,239.5,8.8,False,248.3,0
1248,PA,223.0,11.6,False,234.6,0
1249,GA,180.9,7.8,False,188.70000000000002,0
1250,NV,186.4,5.2,False,191.6,0
1251,TX,244.9,9.9,False,254.8,0
1252,ME,168.2,8.8,False,177.0,0
1253,RI,210.1,8.3,False,218.4,0
1254,MN,286.7,11.1,True,297.8,1
1255,NH,236.9,10.8,False,247.70000000000002,0
